project_id,num_floors,floor_area_sqm,built_up_area_sqft,room_count,bathroom_count,foundation_excavation_m3,foundation_concrete_m3,total_concrete_m3,steel_kg_estimate,total_brickwork_m3,roof_area_sqm,floor_tile_sqm,wall_plaster_sqm,paint_sqm,electrical_points,total_plumbing_fixtures,total_labour_days,structural_complexity_score,foundation_days,structure_days,masonry_days,roofing_days,electrical_days,plumbing_days,plastering_days,finishing_days,painting_days,external_work_days,handover_days,total_duration_days
RP0739,3,292.4,3147.36,8,3,139.86,70.2,232.32,46751.99,245.67,338.95,773.87,2724.27,2325.02,67,16,2801,2.495,46,189,105,24,18,16,102,44,60,12,4,474
RP0740,1,158.19,1702.74,4,2,55.07,24.32,54.43,5463.02,37.7,185.5,143.14,425.29,384.73,26,9,500,1.257,20,41,23,14,10,12,19,19,13,7,4,120
RP0741,3,379.24,4082.1,8,5,199.88,86.51,284.92,50759.74,285.19,433.8,843.12,3387.65,3469.2,71,24,3470,2.552,57,210,121,31,20,23,125,51,90,12,5,572
RP0742,1,394.18,4242.91,7,2,142.9,66.49,143.79,13805.78,110.88,442.58,299.54,1246.78,1099.22,38,11,1250,1.662,42,81,52,28,11,11,48,30,31,13,5,246
RP0743,2,332.29,3576.74,8,4,155.28,64.93,162.89,25853.94,190.43,390.49,561.56,2123.79,2127.91,64,18,2170,2.038,44,118,84,27,17,19,79,39,55,10,6,362
RP0744,2,102.3,1101.15,3,3,47.85,21.36,55.52,8735.55,45.51,116.46,183.0,513.29,493.3,38,16,642,1.692,20,53,24,11,13,16,25,21,17,6,4,139
RP0745,1,169.99,1829.76,4,2,58.48,28.51,55.13,6059.08,38.55,184.85,154.79,470.89,438.72,32,9,551,1.362,22,41,23,14,9,9,21,21,15,7,4,126
RP0746,2,208.14,2240.4,6,3,92.17,37.97,116.15,16326.95,112.31,268.7,362.03,1107.39,946.78,53,15,1239,1.916,30,86,52,18,15,15,46,28,27,10,5,233
RP0747,2,217.93,2345.78,6,4,90.07,44.98,119.94,18185.37,112.28,257.58,333.34,1199.65,1199.04,49,18,1245,1.978,32,96,52,20,15,18,48,23,32,10,4,249
RP0748,3,357.78,3851.11,8,4,192.08,85.5,277.57,51487.13,304.14,404.71,879.08,3232.85,2972.94,68,23,3275,2.561,58,210,125,29,21,21,121,52,78,13,5,559
RP0749,2,396.22,4264.87,8,4,157.82,73.39,222.34,31791.14,230.45,469.63,690.33,2426.32,2402.19,54,19,2620,2.172,48,147,100,32,15,17,91,43,63,12,5,424
RP0750,2,135.53,1458.83,5,3,55.8,28.78,81.53,11230.72,64.93,162.88,238.81,729.46,704.42,44,15,861,1.647,23,64,33,14,15,14,32,26,21,8,5,172
RP0751,1,326.39,3513.23,6,3,104.58,51.29,103.53,11500.58,77.73,374.18,275.16,900.94,819.95,50,13,1125,1.5,33,66,38,25,15,14,38,26,23,10,4,194
RP0752,2,383.22,4124.94,8,3,160.63,78.01,202.6,30000.04,222.96,435.64,650.57,2272.28,1954.57,62,14,2335,2.096,50,137,96,29,17,14,87,41,52,11,5,398
RP0753,1,218.89,2356.11,8,3,82.84,36.74,75.38,8399.56,63.48,239.07,158.15,656.19,538.61,58,15,784,1.436,26,55,35,18,15,13,30,24,18,8,4,162
RP0754,1,208.92,2248.79,4,1,68.52,33.64,70.79,6223.97,46.14,240.22,178.66,569.88,566.15,29,6,647,1.316,26,45,26,17,9,8,22,20,19,9,4,137
RP0755,2,211.06,2271.83,5,3,90.37,44.48,116.88,18995.38,109.34,247.54,344.61,1169.64,1087.2,45,14,1260,1.908,33,95,51,18,13,12,47,26,30,9,4,246
RP0756,1,140.55,1512.87,4,3,51.26,22.0,52.21,4972.29,36.14,182.86,112.11,390.97,367.77,35,12,441,1.296,19,42,23,13,9,14,20,19,16,7,3,120
RP0757,2,137.78,1483.05,5,4,61.05,27.57,76.62,11307.83,64.7,155.36,240.51,769.25,713.46,52,17,913,1.671,22,66,33,13,14,17,34,24,22,7,5,175
RP0758,3,238.37,2565.79,5,4,119.79,60.64,181.31,36450.54,189.59,264.07,587.74,2126.66,2046.78,62,21,2124,2.292,42,151,80,20,18,21,81,36,54,11,5,390
RP0759,3,230.33,2479.25,8,4,113.33,57.96,179.76,30916.9,197.5,256.62,526.2,1895.0,1924.72,68,20,2156,2.376,40,141,87,19,19,18,72,41,53,12,5,373
RP0760,1,224.07,2411.87,5,3,78.91,37.17,73.09,8041.67,54.99,267.61,204.42,629.01,635.24,41,14,689,1.423,26,50,31,20,12,16,27,22,20,7,3,151
RP0761,1,186.4,2006.39,4,2,70.67,29.91,60.93,6904.34,44.36,227.54,148.05,479.24,465.31,32,9,617,1.339,23,45,26,15,11,9,22,15,14,9,4,128
RP0762,2,195.79,2107.46,4,2,89.84,37.59,104.95,15329.97,98.16,214.8,331.42,1103.32,982.92,40,10,1085,1.854,30,85,46,17,12,10,46,27,29,9,4,228
RP0763,1,123.72,1331.71,4,1,45.72,19.2,43.91,4393.55,28.65,141.41,104.99,327.22,293.44,28,6,410,1.26,19,36,20,12,9,9,17,15,12,6,3,104
RP0764,2,89.91,967.78,5,2,40.97,17.64,54.58,7214.74,39.51,98.85,159.83,497.02,465.52,39,10,534,1.727,19,52,23,11,13,12,23,21,15,7,4,136
RP0765,1,209.56,2255.68,5,2,74.96,32.56,70.95,6930.97,52.01,257.2,183.56,622.44,628.93,38,9,676,1.432,23,48,29,18,11,10,27,26,19,10,5,151
RP0766,1,90.98,979.3,4,1,31.72,15.28,29.47,3020.8,20.95,103.07,80.5,223.51,190.8,33,5,294,1.17,15,30,18,11,10,5,12,14,8,6,4,88
RP0767,1,339.31,3652.3,7,3,116.53,57.71,117.94,12953.62,84.77,364.09,261.07,940.4,913.53,50,14,1028,1.598,33,77,43,22,14,15,37,26,27,12,5,212
RP0768,3,266.18,2865.13,8,4,136.53,65.56,209.92,40617.9,231.81,298.33,600.98,2654.51,2650.3,72,23,2646,2.391,47,168,100,22,20,20,101,38,67,11,4,455
RP0769,3,206.34,2221.02,6,4,108.85,48.35,151.7,30867.92,154.89,248.96,464.17,1775.45,1464.78,54,20,1794,2.362,35,138,68,20,17,19,66,36,42,11,4,335
RP0770,1,312.59,3364.69,5,1,115.59,50.22,103.45,11814.28,74.84,388.32,257.69,907.55,881.52,42,5,1017,1.509,34,68,34,26,12,7,36,23,25,11,4,194
RP0771,2,355.69,3828.61,8,4,151.75,70.63,195.86,30896.49,197.6,396.62,563.5,2107.39,1728.14,73,21,2213,2.048,47,137,86,27,20,19,80,33,46,14,4,373
RP0772,3,303.45,3266.31,8,4,155.07,79.61,235.32,51810.96,269.98,317.28,695.3,2804.14,2438.13,61,21,2723,2.485,53,201,113,23,18,18,105,41,63,13,5,503
RP0773,2,176.15,1896.06,5,3,63.68,36.81,97.92,14553.17,86.26,197.05,274.6,986.46,845.21,49,14,1071,1.773,27,78,43,16,14,15,41,23,22,10,4,204
RP0774,3,374.59,4032.05,8,3,183.75,92.23,313.62,56062.41,290.58,433.23,890.85,3713.18,3725.31,78,17,3532,2.554,59,227,120,29,20,17,136,51,95,15,5,606
RP0775,3,140.91,1516.74,7,4,81.02,32.63,111.95,20810.17,111.2,149.67,308.05,1212.55,1055.45,58,19,1335,2.251,29,105,53,14,17,20,48,33,32,8,6,261
RP0776,2,130.3,1402.54,5,2,54.9,25.99,75.37,11633.56,59.46,146.12,212.5,689.85,649.06,42,11,805,1.756,23,64,31,13,12,10,30,23,20,7,4,166
RP0777,2,169.09,1820.07,6,2,73.9,34.71,101.25,13560.03,90.05,201.98,303.84,959.26,980.14,50,12,1094,1.779,28,76,46,16,14,11,40,25,28,8,4,210
RP0778,2,375.27,4039.37,8,4,170.62,77.0,219.3,34337.35,222.53,444.64,621.03,2222.34,2228.6,56,19,2337,2.049,51,150,96,29,16,19,82,42,58,13,5,414
RP0779,3,86.47,930.75,5,4,43.25,20.69,66.74,14282.7,60.82,95.36,205.36,684.44,665.58,52,24,768,2.172,21,81,32,11,17,21,31,22,22,6,4,185
RP0780,3,296.23,3188.59,7,3,158.87,68.32,204.63,44556.89,222.33,357.93,763.63,2592.84,2174.86,57,16,2695,2.395,48,176,94,26,17,16,98,46,57,10,4,451
RP0781,3,333.06,3585.02,7,3,166.93,77.68,253.5,45474.33,279.33,352.29,794.68,2680.06,2457.9,69,16,2906,2.451,52,191,118,26,20,16,100,45,64,12,5,493
RP0782,1,225.99,2432.53,6,3,87.87,33.32,73.43,8203.2,58.17,265.17,165.41,655.89,581.8,47,12,700,1.473,26,52,33,19,12,14,30,24,19,8,4,158
RP0783,2,118.19,1272.19,5,3,48.64,26.21,74.82,10226.5,61.07,140.82,191.21,605.99,576.2,40,15,778,1.754,22,63,32,13,13,15,26,23,18,7,3,159
RP0784,1,354.34,3814.08,8,3,117.21,61.08,130.49,12341.58,100.54,383.46,323.99,1085.08,959.24,52,14,1206,1.659,38,72,50,25,14,16,44,32,30,12,5,228
RP0785,3,95.3,1025.8,3,3,52.24,22.82,74.76,13973.49,66.89,109.43,238.18,774.69,732.41,34,17,855,2.162,24,78,34,13,13,15,33,20,20,8,4,185
RP0786,3,173.41,1866.57,6,4,85.25,41.13,143.38,27954.84,130.32,218.2,451.61,1490.48,1496.97,64,23,1639,2.235,32,126,60,18,19,21,61,31,40,8,5,308
RP0787,3,165.11,1777.23,6,4,90.47,42.82,133.58,26825.76,132.74,166.94,381.82,1511.02,1294.44,58,21,1504,2.32,32,123,59,13,19,20,62,31,36,9,4,300
RP0788,1,291.48,3137.46,5,1,113.06,43.76,90.37,10563.75,68.21,357.86,219.28,776.23,670.44,37,6,901,1.483,32,58,36,25,9,8,34,20,20,10,4,175
RP0789,2,316.21,3403.65,7,4,139.04,64.87,173.25,29371.65,162.22,344.05,562.73,1766.9,1733.14,61,17,1980,1.996,44,129,72,24,17,18,67,36,45,12,4,342
RP0790,2,271.32,2920.46,6,3,111.98,53.03,155.72,23799.32,139.17,314.86,423.43,1492.91,1258.6,56,17,1676,1.846,37,113,62,23,16,17,57,28,34,10,4,289
RP0791,3,258.39,2781.28,6,3,137.56,64.0,211.21,37592.42,220.06,307.29,600.6,2157.2,2185.96,51,16,2339,2.27,46,163,93,23,15,15,83,41,59,12,5,421
RP0792,3,291.19,3134.34,7,5,153.06,66.88,223.1,44644.79,230.83,325.91,724.6,2626.97,2240.92,68,22,2777,2.46,47,185,99,25,19,22,97,41,58,12,5,460
RP0793,2,89.53,963.69,3,2,41.19,16.65,51.75,7080.83,38.4,110.77,151.54,479.49,430.71,33,11,609,1.668,19,53,20,12,11,11,23,19,14,7,4,133
RP0794,2,114.95,1237.31,5,3,52.26,22.98,57.65,9953.43,52.16,126.19,187.16,690.46,670.13,40,15,672,1.748,21,61,27,11,12,15,31,22,21,9,4,161
RP0795,2,357.39,3846.91,8,3,160.25,64.42,194.02,28992.28,213.66,384.17,565.82,2237.57,1906.77,61,16,2275,2.003,47,133,93,26,16,15,85,38,49,13,5,383
RP0796,2,153.75,1654.95,5,3,63.32,31.49,91.33,14629.88,80.18,177.16,238.38,796.91,697.67,52,16,969,1.729,26,74,37,15,15,14,34,25,21,8,4,188
RP0797,1,235.54,2535.33,4,2,92.26,38.88,76.77,8137.88,57.35,283.55,179.27,667.13,550.66,35,9,744,1.514,30,52,31,20,10,9,28,22,16,9,4,158
RP0798,2,269.69,2902.92,8,3,117.62,58.99,151.08,20298.45,136.35,296.94,400.61,1618.37,1373.63,63,14,1547,2.01,41,102,64,21,16,14,66,33,37,10,4,297
RP0799,3,377.07,4058.74,8,5,206.7,86.38,287.05,56107.42,298.63,427.39,883.03,3356.77,3340.92,70,24,3234,2.646,57,222,125,31,19,24,125,50,84,16,5,580
RP0800,2,191.96,2066.24,8,3,92.98,39.57,113.97,16177.2,110.63,228.86,315.52,1125.15,929.91,64,16,1355,1.948,32,86,54,19,16,17,45,31,27,9,4,235
RP0801,1,118.24,1272.72,2,2,40.86,19.87,42.79,4115.68,26.05,135.06,101.78,278.81,261.35,22,9,417,1.291,17,33,16,11,8,10,13,10,10,4,3,89
RP0802,2,254.85,2743.18,6,2,106.56,51.44,135.79,21273.18,125.77,328.92,420.0,1478.83,1497.91,49,11,1604,1.926,35,102,57,23,15,11,59,35,40,11,5,284
RP0803,3,342.68,3688.57,8,4,193.7,85.41,269.81,47422.15,275.34,384.65,931.84,3345.35,2943.96,74,21,3272,2.632,58,199,116,26,19,20,124,51,75,13,5,543
RP0804,1,394.17,4242.81,8,4,148.57,61.86,129.08,15571.94,103.78,433.3,360.1,1122.51,992.05,59,15,1146,1.753,41,81,52,28,16,16,44,32,29,13,5,240
RP0805,2,202.35,2178.08,6,4,87.09,39.58,114.61,14833.55,101.16,243.2,314.31,1266.09,1056.06,44,17,1194,1.853,30,82,50,17,13,17,51,26,27,9,4,231
RP0806,2,373.96,4025.27,8,3,177.89,79.09,216.66,35456.24,198.65,435.12,581.67,1960.62,1834.42,63,15,2284,2.082,52,154,86,30,16,14,76,36,47,12,4,393
RP0807,2,212.3,2285.18,6,3,89.34,39.18,119.87,18695.69,106.74,265.25,328.84,1285.35,1174.65,49,15,1217,1.909,32,94,52,20,14,15,52,27,31,7,5,252
RP0808,1,317.28,3415.17,5,2,127.38,56.5,116.02,11703.13,80.12,379.4,243.51,865.04,786.27,38,10,919,1.578,35,71,41,25,11,12,36,24,24,10,4,201
RP0809,1,254.96,2744.36,5,3,93.82,41.98,87.63,9283.13,62.4,310.31,187.64,762.16,629.4,38,14,821,1.397,29,56,32,24,11,14,31,20,18,8,4,163
RP0810,1,161.57,1739.12,4,1,56.53,25.06,54.89,6410.3,39.78,184.41,147.17,436.29,375.17,31,5,530,1.343,18,44,24,15,10,6,21,17,13,7,4,121
RP0811,3,211.2,2273.34,8,4,111.62,49.79,155.16,31496.06,146.93,251.55,555.91,1885.71,1725.36,77,20,1962,2.339,38,137,67,20,22,19,73,42,47,10,5,352
RP0812,3,105.67,1137.42,5,3,59.91,23.98,81.77,15115.14,80.11,134.41,230.75,938.79,859.66,52,17,987,2.18,26,82,39,13,15,17,41,23,26,6,4,208
RP0813,1,203.39,2189.27,5,2,72.74,34.76,69.31,8081.95,46.95,252.57,162.51,597.98,526.79,37,10,632,1.334,26,52,27,18,11,12,26,20,16,10,4,149
RP0814,2,206.77,2225.65,7,3,85.43,45.22,113.43,16792.11,111.61,258.78,366.6,1190.74,1020.0,59,14,1306,1.85,30,90,53,19,15,14,46,31,28,10,5,239
RP0815,3,127.29,1370.14,7,4,67.46,29.7,93.58,20151.01,104.48,139.93,301.97,1098.54,972.65,61,23,1151,2.206,30,100,49,13,16,21,46,31,26,7,5,245
RP0816,3,157.44,1694.67,7,4,71.46,37.86,122.27,22771.8,121.85,182.36,407.06,1313.53,1321.48,63,22,1545,2.253,29,110,59,15,19,21,53,34,39,9,5,280
RP0817,1,363.4,3911.6,8,2,134.86,55.01,124.89,12717.99,105.97,400.63,281.15,1006.04,918.13,47,10,1162,1.68,39,74,51,27,13,10,41,26,25,12,5,221
RP0818,2,392.74,4227.41,8,3,155.81,70.82,220.05,32153.86,229.4,469.68,685.27,2353.8,1934.84,59,14,2622,2.18,49,145,98,30,16,14,87,39,50,10,4,403
RP0819,2,239.33,2576.12,7,4,98.13,45.92,133.98,18118.44,136.93,278.36,354.17,1328.41,1221.11,63,19,1510,1.967,34,94,62,20,17,19,56,35,33,10,5,268
RP0820,1,198.19,2133.3,5,2,64.87,35.03,70.88,6521.09,48.26,229.6,170.64,523.53,486.92,41,10,646,1.411,25,46,26,17,11,11,23,21,17,8,3,136
RP0821,1,393.19,4232.26,8,3,135.14,58.26,129.9,13724.56,113.66,453.92,308.46,1138.82,1048.88,54,12,1234,1.733,40,77,54,30,13,14,44,28,29,12,4,234
RP0822,2,131.87,1419.44,4,4,62.06,27.73,76.57,10986.9,60.83,147.72,227.68,640.16,556.95,33,19,816,1.712,22,66,32,16,12,19,27,26,19,8,4,167
RP0823,2,246.98,2658.47,5,2,111.59,45.62,137.99,19399.04,121.67,281.06,382.79,1461.55,1247.29,47,13,1604,1.886,34,101,54,21,15,13,56,30,36,10,4,271
RP0824,2,82.72,890.39,4,3,37.41,15.91,44.75,7335.28,36.49,84.4,135.72,449.35,392.03,43,14,546,1.597,15,50,23,10,13,15,23,19,12,8,4,128
RP0825,1,391.31,4212.02,7,2,139.72,60.93,128.28,14303.64,104.89,422.34,329.61,1124.62,1060.69,44,10,1072,1.688,40,80,51,27,12,11,45,30,30,14,5,238
RP0826,2,153.39,1651.07,8,3,66.42,32.36,93.01,14641.19,84.48,181.44,233.81,915.45,774.53,65,13,1005,1.836,26,78,46,16,17,15,40,25,22,8,4,204
RP0827,2,141.01,1517.82,5,2,59.22,27.97,82.33,11233.59,71.35,167.38,250.01,808.26,704.67,39,11,941,1.783,24,71,35,14,12,11,36,23,22,9,4,184
RP0828,2,347.11,3736.26,8,3,174.9,70.82,195.31,30736.04,205.22,387.34,544.98,2047.63,1780.19,63,17,2072,2.048,50,135,90,28,15,16,79,38,46,12,5,378
RP0829,1,134.78,1450.76,4,2,49.48,23.01,51.0,4551.26,31.24,142.96,97.76,340.93,319.26,28,10,456,1.198,18,37,21,12,9,11,17,17,12,6,4,108
RP0830,3,180.37,1941.48,5,3,87.21,45.22,142.23,25824.38,138.42,215.1,471.79,1499.2,1409.82,51,18,1614,2.162,34,123,63,18,17,17,57,32,37,10,4,301
RP0831,1,194.75,2096.27,3,1,64.02,29.79,66.2,6396.06,40.7,235.13,163.74,507.96,454.11,22,6,598,1.277,23,45,24,18,9,8,24,19,14,7,4,132
RP0832,1,202.5,2179.69,5,2,72.45,32.39,66.53,6660.81,48.23,236.91,186.26,553.36,528.52,40,9,611,1.411,23,47,27,17,12,11,24,21,17,7,4,138
RP0833,2,241.06,2594.75,6,2,105.23,53.1,143.84,18629.69,126.65,262.96,415.04,1502.39,1297.22,49,10,1521,1.946,38,99,57,22,15,10,59,32,36,10,5,279
RP0834,2,104.1,1120.52,4,4,48.01,20.86,58.5,8574.53,46.92,125.32,190.78,509.29,455.6,42,19,600,1.717,20,56,26,11,14,19,24,23,19,6,5,146
RP0835,1,311.33,3351.12,7,3,104.96,47.65,102.26,11522.48,83.34,381.11,262.01,847.27,715.48,56,13,996,1.617,34,66,43,25,15,15,33,25,21,11,4,192
RP0836,1,142.63,1535.26,6,2,52.97,22.49,49.49,5024.68,38.84,145.19,112.98,420.51,419.46,45,10,501,1.274,21,39,23,12,13,13,18,21,14,7,5,121
RP0837,3,369.51,3977.37,8,4,208.58,92.36,300.12,52066.06,324.04,444.8,965.21,3137.98,3093.75,63,21,3496,2.549,60,216,133,31,17,19,117,51,77,14,4,565
RP0838,3,123.24,1326.54,3,2,69.37,30.36,97.54,17111.58,74.56,153.9,323.03,1039.43,928.7,37,11,1167,2.143,26,93,37,14,14,13,44,23,24,9,3,218
RP0839,3,338.51,3643.69,8,4,179.31,81.47,262.01,50634.82,293.79,400.04,798.93,3136.29,2700.2,70,21,3142,2.439,57,205,123,27,20,19,118,48,70,12,6,541
RP0840,3,84.04,904.6,4,2,45.08,20.7,63.93,11912.36,63.9,106.27,199.46,732.78,734.07,41,12,751,2.211,20,70,32,10,13,11,31,20,21,8,4,171
RP0841,1,343.02,3692.23,7,2,127.34,51.42,115.32,12062.53,83.17,389.55,249.14,1005.52,970.56,51,9,1122,1.551,37,71,42,24,15,9,41,27,27,12,4,212
RP0842,1,129.73,1396.4,6,2,45.79,22.56,44.59,4657.78,34.79,147.38,108.51,372.79,369.52,44,9,438,1.46,19,35,23,12,13,11,20,25,14,6,4,119
RP0843,3,123.63,1330.74,6,3,58.61,28.8,90.41,17945.74,100.45,134.33,299.03,1032.02,892.91,57,15,1164,2.203,27,94,50,14,17,15,43,27,26,9,4,231
RP0844,1,220.19,2370.1,3,2,82.16,34.6,81.54,7503.16,41.85,221.82,179.85,588.05,501.96,28,9,619,1.384,28,51,25,16,11,9,24,17,17,9,4,144
RP0845,2,217.77,2344.05,7,3,96.85,43.43,130.45,17727.57,111.11,257.13,320.86,1349.6,1203.24,58,15,1436,1.975,32,92,55,19,14,13,51,32,36,7,5,257
RP0846,1,123.1,1325.04,5,2,43.65,22.26,44.74,4400.45,29.69,155.28,106.63,304.64,274.47,40,9,391,1.304,19,38,20,13,10,9,16,20,12,6,4,111
RP0847,3,241.64,2600.99,7,4,126.93,62.93,202.27,37279.77,186.17,273.66,624.15,2291.29,2340.25,76,21,2077,2.436,43,163,80,18,21,19,89,37,60,11,5,417
RP0848,3,93.41,1005.46,6,3,50.53,23.37,74.99,12841.03,62.69,108.71,210.85,802.65,658.25,57,15,897,2.232,23,78,32,12,17,16,35,23,19,5,4,185
RP0849,1,94.77,1020.09,4,2,31.81,13.65,30.55,3168.64,23.01,114.24,86.97,250.72,205.6,33,10,306,1.211,15,27,18,10,10,10,15,15,8,6,3,88
RP0850,2,353.56,3805.68,6,3,169.94,72.94,200.26,31516.67,180.65,412.93,615.73,1958.69,1834.86,52,14,2046,2.018,50,139,77,27,14,14,75,36,48,13,4,371
RP0851,2,158.11,1701.88,6,3,63.12,30.87,86.49,13413.97,79.86,184.22,242.47,970.58,807.3,51,16,966,1.845,25,71,40,14,15,14,40,23,23,7,4,193
RP0852,3,155.59,1674.76,5,3,85.86,37.49,116.87,22881.51,110.4,189.76,400.89,1315.62,1212.3,55,15,1404,2.218,31,110,51,16,18,14,52,26,33,9,4,267
RP0853,3,350.33,3770.92,8,4,163.78,86.09,262.96,49498.05,310.5,408.46,854.68,3013.81,2882.54,76,23,3537,2.597,53,200,129,29,19,20,112,50,74,12,5,533
RP0854,3,279.66,3010.23,7,3,138.44,69.44,220.17,40550.74,244.99,299.13,691.65,2297.24,1946.94,63,14,2486,2.365,45,172,104,22,19,14,87,41,52,12,4,431
RP0855,3,325.29,3501.39,8,4,176.9,80.11,246.5,44539.17,258.87,395.79,723.64,3125.24,2600.0,73,21,2882,2.396,54,189,109,28,20,18,116,47,67,13,5,507
RP0856,1,217.73,2343.62,4,1,79.1,31.82,73.97,6803.54,47.18,286.31,186.5,567.32,554.99,32,6,671,1.358,24,50,27,18,10,6,25,19,17,10,4,143
RP0857,2,168.13,1809.73,6,3,72.24,35.44,95.64,13876.25,86.72,203.6,295.48,1044.07,874.21,55,14,964,1.797,28,77,41,17,15,14,41,28,26,8,4,209
RP0858,3,156.77,1687.46,5,3,76.56,35.58,127.04,23882.0,116.15,179.2,375.65,1288.24,1272.39,52,15,1315,2.272,29,112,52,17,15,14,53,28,35,10,4,272
RP0859,2,82.43,887.27,5,3,37.05,16.78,46.24,6672.68,41.33,90.43,121.04,442.47,433.77,49,18,556,1.576,18,49,25,10,14,17,22,20,15,6,5,131
RP0860,3,334.22,3597.51,8,4,175.69,72.54,243.95,46963.27,266.76,391.79,764.59,3017.51,2512.92,63,20,3020,2.455,54,191,113,27,18,19,112,45,63,13,5,503
RP0861,1,178.51,1921.46,4,2,67.0,30.91,64.61,6870.81,39.24,205.33,146.53,483.05,447.01,31,9,566,1.343,22,43,22,14,9,10,22,16,17,6,4,126
RP0862,3,164.09,1766.25,5,4,81.2,42.91,117.09,23766.83,119.49,185.09,437.24,1405.13,1222.25,46,21,1513,2.184,32,109,53,17,13,20,57,28,32,10,3,272
RP0863,3,315.95,3400.85,7,3,163.63,81.46,247.28,45413.7,255.27,369.68,805.67,2780.95,2330.96,65,16,3051,2.514,52,194,107,26,19,16,104,47,61,14,5,491
RP0864,1,220.51,2373.55,5,2,80.37,33.78,77.54,8614.81,53.02,267.76,164.0,620.73,543.94,40,9,752,1.425,27,54,29,20,12,11,27,18,16,9,4,151
RP0865,1,371.41,3997.82,7,2,134.36,63.46,130.96,14487.62,97.09,398.74,306.97,1016.5,955.35,44,10,1154,1.6,41,76,48,27,13,11,41,30,28,14,5,227
RP0866,3,283.02,3046.4,8,4,144.99,66.52,230.27,36735.41,241.07,291.86,630.59,2534.11,2417.19,73,22,2681,2.391,47,166,104,20,19,21,95,44,61,13,5,446
RP0867,3,132.98,1431.38,6,4,72.47,31.49,104.22,16445.58,98.5,159.79,344.12,1132.01,1017.06,59,20,1291,2.28,29,91,48,16,18,17,46,26,28,6,5,234
RP0868,3,176.82,1903.27,5,2,91.45,41.69,135.13,26909.25,123.64,193.08,420.16,1478.85,1317.63,53,11,1521,2.286,37,125,58,17,17,11,58,27,36,11,4,301
RP0869,3,156.06,1679.81,6,4,87.86,38.23,123.05,24705.78,110.12,193.15,417.14,1322.67,1173.01,58,22,1461,2.339,33,113,51,19,19,19,53,29,32,10,5,274
RP0870,1,163.42,1759.04,6,3,52.84,27.48,58.62,5853.4,38.76,189.21,129.4,432.36,391.53,48,13,566,1.394,21,42,26,15,13,13,19,21,15,8,5,126
RP0871,1,139.97,1506.62,4,2,48.94,21.95,51.99,5354.91,30.22,164.64,107.21,365.61,360.08,32,10,472,1.288,18,41,20,12,10,11,17,18,13,7,5,114
RP0872,3,315.76,3398.81,5,4,162.07,79.3,270.47,42596.14,229.17,352.23,779.66,2546.62,2461.22,58,21,2599,2.413,54,187,96,26,18,20,97,45,65,11,5,477
RP0873,2,238.04,2562.24,5,2,113.55,48.91,119.95,20773.53,111.23,272.52,408.3,1304.54,1281.62,44,10,1471,1.818,37,99,50,19,13,12,51,31,36,11,5,267
RP0874,3,96.87,1042.7,4,4,49.24,24.83,76.56,13787.53,70.73,110.11,243.61,744.11,755.33,49,19,923,2.041,23,79,37,12,17,18,34,20,22,7,3,188
RP0875,3,399.05,4295.33,8,4,191.16,99.13,341.32,63892.38,368.16,454.55,897.64,3536.84,3234.57,74,20,3635,2.526,61,252,151,32,19,19,130,52,82,14,5,631
RP0876,1,175.96,1894.02,6,1,64.37,28.08,59.95,6633.71,47.11,215.94,135.15,487.99,450.89,40,6,562,1.451,23,43,29,16,11,9,23,20,15,10,5,136
RP0877,2,154.27,1660.55,6,3,64.94,31.61,84.36,12676.22,80.65,184.64,266.16,825.88,845.22,56,15,937,1.757,24,72,40,16,16,16,34,27,26,8,5,192
RP0878,3,223.11,2401.53,7,3,123.88,50.52,179.98,30024.3,159.9,254.47,522.26,2073.63,2058.51,65,16,2120,2.328,41,137,73,18,19,15,79,34,52,11,4,365
RP0879,2,223.95,2410.58,6,2,108.58,48.31,134.65,18879.36,118.39,259.61,367.39,1197.45,1204.68,54,12,1214,1.896,34,97,55,19,16,12,48,32,34,11,5,259
RP0880,1,230.27,2478.6,7,2,79.51,37.89,79.15,8543.18,60.01,283.12,173.49,605.45,502.3,60,8,742,1.49,29,52,34,20,15,9,26,24,16,10,5,161
RP0881,2,369.17,3973.71,8,4,170.42,69.05,179.2,34408.52,199.71,415.1,658.95,2128.94,2153.17,61,19,2394,2.078,49,142,88,28,16,18,81,41,57,15,5,396
RP0882,2,240.94,2593.45,6,3,116.83,50.55,132.86,20277.27,117.37,289.24,434.47,1293.6,1205.86,55,14,1460,1.776,40,101,54,21,16,13,50,30,34,9,5,270
RP0883,2,317.06,3412.8,8,4,145.34,64.02,175.86,26280.38,170.18,335.45,559.67,1880.53,1736.01,54,19,1933,2.05,41,126,74,23,14,19,72,38,46,12,4,343
RP0884,3,303.55,3267.38,7,4,152.22,65.37,226.46,40741.16,241.55,360.43,762.51,2807.24,2765.01,75,21,2793,2.478,47,176,104,24,21,20,105,47,73,13,4,478
RP0885,1,330.43,3556.72,8,1,117.14,48.09,110.09,12196.08,89.28,385.99,258.7,1045.26,935.86,53,6,1144,1.665,33,70,44,24,13,8,43,33,28,11,6,216
RP0886,2,263.79,2839.41,6,3,114.62,51.86,145.95,21618.83,123.89,309.56,415.55,1520.64,1466.45,48,15,1575,1.962,35,104,57,23,13,15,59,33,40,10,5,286
